x, y
0.45569480833651504, 156.36485651868347
1.215191254703645, 81.67477305698523
1.5189877935946392, 47.205509828772264
1.8227843324856523, 23.440309372347738
1.9746877010707558, 13.32116202289894
2.278484239961769, 8.23665834256796
3.1898738566348084, 5.007646220131257
5.468352997456976, 11.541735482415978
7.139239060497126, 22.096444233970303
9.11392166242829, 39.21088221230235
11.240507632944547, 61.31204839081388
14.734172929330768, 94.2668359306269
15.189872836806884, 43.02289722540395
15.493669375697888, 26.601643641171155
15.645572744282992, 16.727971286317125
15.797465914588901, 10.43073915467605
16.860758899847035, 4.720552319437466
19.74683111845123, 12.988324586093867
22.1772136278585, 29.435031377066977
25.51898575393881, 63.95298027292318
28.86075788001912, 91.91152098190541
29.468350957801135, 41.947943643140164
29.468350957801135, 21.726832073354515
29.924050865277255, 10.343129675197492
31.291140389426392, 4.720552319437466
33.41771616166346, 10.343129675197492
35.39239876359463, 24.040995076471877
37.670888102696, 39.87792924636649
40.708863689885284, 76.34557568062561
42.987342830707455, 91.91152098190541
43.746829078795386, 35.736628238025695
43.59493590848948, 17.89563913163854
44.0506358159656, 10.256261849868217
45.11391860294454, 4.882528477849604
47.84809765124281, 12.66380329762094
50.12657679206499, 27.51442497540262
53.01265920894838, 55.410194047815935
57.11391758311661, 89.6150550276676
57.72152085917784, 37.910064305101365
57.56961749059271, 19.63542260984477
57.87341402948373, 8.886236356371747
59.08860018504779, 4.882528477849604
61.67088606304015, 13.89495662980356
64.55695828164436, 32.570208211795006
67.13923396135753, 57.79692806227515
70.93670599491395, 90.37409643088291
71.39240590239007, 43.02289722540395
71.84809561158698, 18.047220681758564
71.9999989801721, 9.916013984106204
73.21518513573614, 4.8415193247933805
75.6455676451434, 13.662532585137185
78.37974669344169, 30.70290473727638
80.81011900456976, 54.94481034713735
85.06329094560229, 88.11601902699476
85.3670874844933, 39.54299921035077
85.67088402338432, 20.65467331461444
86.43038046975146, 10.43073915467605
87.18986671783937, 4.965588994627809
89.77215259583176, 13.433992545752472
92.35441807726573, 29.435031377066977
94.7848107849522, 54.4833353494074
99.03796232942634, 89.6150550276676
99.49366223690247, 39.21088221230235
99.94936214437857, 18.35423609048331
99.94936214437857, 9.113956693076746
101.16454829994262, 4.8008573328971575
104.2025340854111, 14.131334621968513
106.6329063965392, 33.4048489343581
110.27848525978969, 69.58102704612351
119.8481017305545, 121.40849377815968
