x, y
0.45889476391512724, 77.10752785565556
0.6118528387014497, 59.015727052744744
0.9177792580521793, 42.56300281666884
0.7648211832658569, 32.0960464526702
1.0707476026165865, 22.3042206477359
1.2237056774028994, 17.4556259187202
1.0707476026165865, 13.261132415999363
1.6826004413180362, 9.564119664788878
3.671127301986802, 14.177932131620365
5.353727743304838, 21.17416852640253
7.036328184622884, 29.57792234452927
8.71892862594092, 40.70777537332536
11.472276669875543, 51.6301276635039
14.531551133160896, 60.345536525269694
14.837477552511626, 38.64530954140675
14.990445897076032, 24.565325456534797
15.143403971862345, 18.251153454876537
15.143403971862345, 13.559947331681801
15.755256810563804, 8.879469730664681
18.0497100905833, 15.15811041634644
19.273426037764285, 21.975332691666882
21.56787931778378, 33.06395766956084
24.627153781069133, 45.16881991190192
28.604207502406656, 56.44336163743996
28.910133921757385, 36.14635493584554
28.910133921757385, 28.288692981050367
29.063102266321792, 20.251238257889646
29.216060341108115, 14.934595771677305
29.36902868567252, 10.691343459111296
29.67495510502324, 8.492435341448617
31.5105136211276, 12.777665602022392
32.88718764309492, 19.368531435263634
34.72275642897737, 27.257359921543287
37.17017805356126, 37.79368951568063
42.67686387165243, 52.40283619980154
42.67686387165243, 36.96084570960107
42.67686387165243, 26.656700825497094
42.982790291003155, 19.512930145694202
42.982790291003155, 14.28363323359709
43.59464312970459, 8.619535110115885
45.277243571022645, 12.777665602022392
47.265780701469495, 19.082931825377734
48.94838114278753, 27.257359921543287
51.701718916944074, 38.35932825513638
56.74952024089818, 50.49237602870239
56.59656216611186, 33.31046024334518
56.9024885854626, 23.66974271181732
56.9024885854626, 16.944635776600016
57.05544666024892, 13.459601617656206
57.51434142416406, 8.619535110115885
59.655836629397214, 13.359998477482632
61.9502899094167, 22.3042206477359
64.85659602813766, 34.314985630508794
70.36329211600689, 47.22734446031864
70.97514495470834, 30.02059991650165
70.97514495470834, 19.225201297693122
70.82217661014396, 13.261132415999363
71.28107137405908, 8.492435341448617
74.0344194179937, 14.390122371717258
78.47036790324637, 32.81927925306637
76.02294627866247, 22.97683686852274
84.13001179612384, 46.18661512652221
84.8948432491678, 30.469895218877117
84.8948432491678, 21.17416852640253
84.8948432491678, 15.15811041634644
85.04780132395412, 11.43047964596025
85.8126122374419, 8.122266785109668
87.95410744267508, 14.497405421046997
90.24856072269455, 23.494582943484726
93.30784545575798, 35.08821865750184
98.35564677971209, 45.50556817641281
98.96749961841357, 30.469895218877117
98.96749961841357, 20.402217835191905
98.81454154362724, 14.177932131620365
100.03824722103016, 8.555747079700868
102.17974242626332, 14.28363323359709
103.70936425323885, 20.861943808126334
105.85085945847204, 30.469895218877117
110.28680794372471, 41.62505963836911
116.4053568702954, 49.37969655314344
